1091|56|120|30|22|0|860|140|0
1092|23|64|17|14|0|39|4|0
1093|64|123|34|26|0|440|80|0
1094|42|89|26|21|0|68|12|0
1095|12|56|8|7|0|165|10|0
1096|2|49|1|1|0|182|0|0
1097|13|29|8|8|0|28|2|0
1098|37|96|23|18|0|198|30|0
1099|8|106|4|4|0|70|0|0
109|26|53|18|17|0|86|10|0
10|23|38|16|15|0|507|78|0
1100|55|131|29|22|0|774|126|0
1101|36|130|19|14|0|432|48|0
1102|17|14|9|9|0|273|30|0
1103|15|96|9|7|0|150|10|0
1104|37|92|24|18|0|132|20|0
1105|9|96|6|5|0|720|24|0
1106|3|105|2|1|0|210|0|0
1107|50|124|26|20|0|43|6|0
1108|6|15|3|3|0|217|11|0
1109|4|41|3|3|0|378|9|0
110|33|104|19|15|0|429|44|0
1110|8|62|5|5|0|90|3|0
1111|45|116|24|18|0|840|120|0
1112|1|49|1|1|0|728|0|0
1113|33|76|21|18|0|561|85|0
1114|54|101|31|24|0|588|98|0
1115|6|78|4|3|0|448|0|0
1116|36|118|20|15|0|41|4|0
1117|24|32|13|14|0|272|32|0
1118|18|60|12|11|0|555|45|0
1119|30|78|19|16|0|512|64|0
111|41|127|22|16|0|420|50|0
1120|32|81|21|17|0|495|75|0
1121|13|71|9|7|0|96|6|0
1122|30|80|20|16|0|64|8|0
1123|43|76|27|23|0|204|36|0
1124|5|82|4|3|0|196|0|0
1125|3|85|2|2|0|580|0|0
1126|27|63|19|15|0|280|28|0
1127|27|108|16|12|0|190|15|0
1128|47|92|30|23|0|782|161|0
1129|41|87|26|20|0|561|102|0
112|7|57|5|4|0|240|8|0
1130|13|105|8|6|0|252|7|0
1131|2|110|1|1|0|608|0|0
1132|23|112|12|9|0|640|48|0
1133|16|73|11|9|0|180|12|0
1134|14|90|9|7|0|720|48|0
1135|16|123|9|6|0|78|4|0
1136|13|72|10|8|0|165|10|0
1137|53|126|29|21|0|258|42|0
1138|18|4|9|9|0|139|12|0
1139|33|69|24|19|0|88|12|0
113|42|91|27|21|0|510|90|0
1140|41|89|26|21|0|136|24|0
1141|3|65|3|2|0|81|0|0
1142|7|79|5|4|0|464|16|0
1143|39|85|25|20|0|99|18|0
1144|44|131|23|17|0|210|25|0
1145|5|41|3|3|0|432|16|0
1146|35|93|23|18|0|165|25|0
1147|47|103|27|21|0|164|24|0
1148|43|74|27|22|0|34|6|0
1149|29|62|21|17|0|252|30|0
114|16|90|11|8|0|60|4|0
1150|6|5|3|3|0|111|0|0
1151|22|98|13|10|0|259|14|0
1152|26|96|17|13|0|416|52|0
1153|6|124|3|3|0|228|0|0
1154|3|56|2|2|0|594|0|0
1155|31|69|22|18|0|645|75|0
1156|13|113|7|6|0|351|9|0
1157|17|60|12|11|0|148|12|0
1158|18|116|10|8|0|351|18|0
1159|10|78|7|6|0|232|8|0
115|48|110|25|19|0|168|24|0
1160|23|69|16|13|0|646|68|0
1161|66|109|35|26|0|792|144|0
1162|2|54|2|1|0|135|0|0
1163|1|110|1|1|0|874|0|0
1164|17|4|9|9|0|23|2|0
1165|4|71|3|2|0|513|0|0
1166|24|51|16|15|0|1312|128|0
1167|8|30|5|5|0|432|18|0
1168|46|92|30|23|0|272|56|0
1169|7|58|4|4|0|58|2|0
116|47|100|27|21|0|820|120|0
1170|21|117|11|9|0|120|6|0
1171|16|129|9|6|0|144|8|0
1172|30|99|17|13|0|380|30|0
1173|16|119|9|7|0|312|16|0
1174|13|41|9|8|0|576|54|0
1175|8|71|6|5|0|630|21|0
1176|36|73|23|19|0|660|100|0
1177|40|87|26|20|0|231|42|0
1178|13|52|8|8|0|99|6|0
1179|36|96|23|18|0|693|105|0
117|20|128|11|8|0|1120|56|0
1180|20|103|12|9|0|259|14|0
1181|26|77|16|14|0|124|12|0
1182|21|38|14|14|0|152|24|0
1183|3|130|2|2|0|264|0|0
1184|57|111|31|23|0|352|56|0
1185|41|121|22|16|0|588|70|0
1186|40|103|22|18|0|240|30|0
1187|41|124|22|16|0|504|60|0
1188|33|84|21|17|0|264|40|0
1189|16|74|10|9|0|150|10|0
118|25|88|16|13|0|544|68|0
1190|14|76|9|8|0|360|24|0
1191|35|111|19|14|0|410|40|0
1192|4|70|3|3|0|140|0|0
1193|21|28|12|13|0|130|16|0
1194|10|86|6|5|0|150|5|0
1195|8|6|4|4|0|93|6|0
1196|23|106|13|11|0|152|12|0
1197|13|15|7|7|0|291|27|0
1198|2|37|2|2|0|130|0|0
1199|15|55|10|9|0|420|24|0
119|54|131|29|22|0|774|126|0
11|43|91|27|21|0|374|66|0
1200|7|32|4|4|0|400|17|0
1201|15|51|10|10|0|280|24|0
1202|9|67|6|5|0|240|8|0
1203|2|113|1|1|0|456|0|0
1204|39|130|21|15|0|37|5|0
1205|36|116|19|15|0|287|28|0
1206|32|74|21|17|0|462|70|0
1207|45|88|29|22|0|306|63|0
1208|2|74|1|1|0|252|0|0
1209|28|100|16|13|0|570|45|0
120|21|32|12|13|0|129|16|0
1210|46|122|24|18|0|504|72|0
1211|61|128|32|24|0|264|48|0
1212|42|74|27|22|0|510|90|0
1213|17|61|12|10|0|840|72|0
1214|7|126|4|3|0|1064|0|0
1215|16|76|11|9|0|240|16|0
1216|4|119|3|2|0|228|0|0
1217|42|97|23|19|0|80|10|0
1218|11|131|6|5|0|702|18|0
1219|18|17|9|9|0|93|12|0
121|39|122|21|16|0|798|95|0
1220|22|68|15|12|0|37|3|0
1221|32|102|18|15|0|195|20|0
1222|33|120|18|13|0|1107|108|0
1223|26|109|14|10|0|360|27|0
1224|7|3|4|4|0|60|4|0
1225|33|108|18|15|0|156|16|0
1226|39|100|22|18|0|160|20|0
1227|46|131|25|18|0|168|24|0
1228|19|118|11|8|0|40|2|0
1229|48|122|26|19|0|1032|144|0
122|53|119|29|21|0|172|28|0
1230|3|88|2|2|0|696|0|0
1231|10|52|7|6|0|288|9|0
1232|55|127|30|22|0|86|14|0
1233|20|101|11|9|0|259|14|0
1234|64|118|34|25|0|484|88|0
1235|25|98|14|11|0|532|42|0
1236|12|37|8|7|0|124|12|0
1237|3|14|2|2|0|220|0|0
1238|17|59|11|10|0|36|3|0
1239|49|109|26|19|0|258|36|0
123|5|40|4|3|0|108|4|0
1240|35|78|22|18|0|198|30|0
1241|18|97|10|8|0|555|30|0
1242|64|114|34|26|0|572|104|0
1243|17|3|8|8|0|157|14|0
1244|63|113|33|25|0|308|56|0
1245|2|39|1|1|0|225|0|0
1246|25|63|17|14|0|78|8|0
1247|6|29|4|4|0|184|8|0
1248|11|66|8|7|0|160|10|0
1249|2|35|1|2|0|42|0|0
124|31|104|17|14|0|273|28|0
1250|26|74|16|14|0|93|9|0
1251|30|68|21|17|0|588|70|0
1252|20|70|14|11|0|576|48|0
1253|21|81|13|11|0|310|30|0
1254|12|118|6|5|0|234|6|0
1255|7|87|4|4|0|203|7|0
1256|63|116|33|25|0|264|48|0
1257|5|79|3|3|0|392|0|0
1258|6|55|4|4|0|522|18|0
1259|56|123|30|22|0|645|105|0
125|26|73|17|14|0|352|44|0
1260|64|121|34|25|0|440|80|0
1261|11|37|8|7|0|310|30|0
1262|41|86|26|21|0|102|18|0
1263|25|109|14|10|0|400|30|0
1264|12|25|7|7|0|484|36|0
1265|12|106|7|6|0|468|13|0
1266|4|44|3|3|0|378|8|0
1267|8|88|6|4|0|29|1|0
1268|30|65|21|17|0|546|65|0
1269|35|76|23|19|0|231|35|0
126|32|88|21|16|0|288|45|0
1270|51|122|27|21|0|43|6|0
1271|23|80|15|13|0|62|6|0
1272|5|76|3|3|0|280|0|0
1273|29|81|19|16|0|96|12|0
1274|52|124|28|21|0|645|103|0
1275|21|73|14|11|0|744|72|0
1276|38|130|21|15|0|111|15|0
1277|31|120|16|12|0|82|8|0
1278|6|111|3|3|0|228|0|0
1279|5|119|3|2|0|684|0|0
127|6|12|3|3|0|138|0|0
1280|20|65|15|12|0|37|3|0
1281|23|58|15|15|0|200|20|0
1282|8|82|5|4|0|580|20|0
1283|3|98|2|2|0|420|0|0
1284|28|56|18|17|0|387|45|0
1285|1|52|1|1|0|520|0|0
1286|25|74|16|14|0|62|6|0
1287|23|90|15|12|0|93|9|0
1288|44|78|28|23|0|952|168|0
1289|4|78|2|2|0|84|0|0
128|26|106|15|12|0|646|51|0
1290|1|10|1|1|0|130|0|0
1291|2|42|1|1|0|225|0|0
1292|44|112|23|17|0|84|10|0
1293|32|105|18|15|0|78|8|0
1294|19|96|12|10|0|465|45|0
1295|37|81|24|19|0|99|15|0
1296|7|92|5|4|0|522|18|0
1297|4|38|3|3|0|567|17|0
1298|53|99|30|24|0|546|91|0
1299|12|66|8|7|0|320|20|0
129|28|60|19|18|0|572|65|0
12|39|129|21|16|0|741|95|0
1300|59|123|31|24|0|44|7|0
1301|8|114|5|4|0|380|10|0
1302|31|122|17|12|0|82|8|0
1303|38|102|21|17|0|440|55|0
1304|13|106|7|6|0|252|7|0
1305|59|119|32|24|0|176|30|0
1306|3|59|2|2|0|621|0|0
1307|27|62|19|16|0|410|50|0
1308|10|81|7|6|0|232|8|0
1309|16|112|9|7|0|936|48|0
130|40|112|21|16|0|420|50|0
1310|4|1|2|2|0|37|0|0
1311|29|65|21|17|0|378|45|0
1312|4|120|2|2|0|608|0|0
1313|8|33|5|5|0|240|10|0
1314|6|105|3|3|0|175|0|0
1315|5|85|4|3|0|87|0|0
1316|4|90|3|2|0|348|0|0
1317|10|79|7|5|0|29|1|0
1318|13|116|7|6|0|390|10|0
1319|44|110|24|18|0|378|45|0
131|11|125|6|5|0|663|17|0
1320|54|129|29|21|0|200|35|0
1321|13|44|9|8|0|640|60|0
1322|15|16|8|8|0|281|30|0
1323|32|92|20|16|0|384|60|0
1324|65|116|35|26|0|880|160|0
1325|14|15|7|7|0|243|27|0
1326|26|61|18|15|0|640|64|0
1327|36|76|23|19|0|792|120|0
1328|10|18|6|6|0|24|2|0
1329|13|38|9|8|0|640|60|0
132|10|75|7|6|0|261|9|0
1330|61|126|33|25|0|132|24|0
1331|46|129|24|18|0|156|24|0
1332|5|44|3|3|0|189|7|0
1333|3|37|2|2|0|494|0|0
1334|15|127|8|6|0|897|29|0
1335|48|120|25|19|0|126|18|0
1336|32|127|17|13|0|1025|100|0
1337|45|103|25|20|0|611|86|0
1338|3|120|2|2|0|532|0|0
1339|4|98|2|2|0|245|0|0
133|11|113|6|4|0|273|7|0
1340|15|41|10|10|0|476|56|0
1341|46|121|25|18|0|210|30|0
1342|18|61|12|10|0|70|6|0
1343|18|129|10|8|0|144|8|0
1344|9|54|6|5|0|31|1|0
1345|43|77|27|22|0|68|12|0
1346|32|86|20|16|0|288|45|0
1347|19|101|11|9|0|518|28|0
1348|36|109|20|15|0|123|12|0
1349|11|118|6|5|0|780|20|0
134|16|88|10|8|0|480|32|0
1350|9|4|5|5|0|64|4|0
1351|28|126|15|11|0|920|69|0
1352|48|109|26|19|0|559|78|0
1353|15|27|9|9|0|145|15|0
1354|16|63|11|9|0|340|20|0
1355|14|58|10|9|0|70|4|0
1356|33|127|17|13|0|82|8|0
1357|1|42|1|1|0|450|0|0
1358|61|117|33|24|0|660|120|0
1359|5|105|3|3|0|175|0|0
135|20|92|13|10|0|682|66|0
1360|17|28|10|10|0|180|18|0
1361|40|122|21|16|0|672|80|0
1362|16|59|11|10|0|576|48|0
1363|21|65|15|12|0|629|51|0
1364|23|71|17|13|0|76|8|0
1365|16|56|11|10|0|576|48|0
1366|21|68|15|12|0|814|66|0
1367|59|114|31|23|0|528|84|0
1368|30|81|19|16|0|608|76|0
1369|30|63|22|18|0|43|5|0
136|40|105|23|18|0|600|75|0
1370|11|84|7|6|0|696|24|0
1371|20|24|10|10|0|99|12|0
1372|9|91|6|4|0|87|3|0
1373|1|39|1|1|0|325|0|0
1374|4|91|2|2|0|29|0|0
1375|5|102|3|3|0|140|0|0
1376|10|99|6|5|0|648|18|0
1377|16|3|8|8|0|110|10|0
1378|35|68|24|20|0|180|24|0
1379|43|105|25|19|0|40|5|0
137|1|107|1|1|0|805|0|0
1380|48|86|31|24|0|612|126|0
1381|5|31|3|3|0|315|7|0
1382|23|55|15|15|0|240|24|0
1383|1|81|1|1|0|616|0|0
1384|66|125|35|26|0|836|152|0
1385|20|43|14|13|0|407|55|0
1386|1|7|1|1|0|50|0|0
1387|18|36|10|11|0|518|51|0
1388|19|129|10|8|0|468|26|0
1389|3|66|2|2|0|243|0|0
138|26|93|17|13|0|480|60|0
1390|56|110|30|22|0|559|91|0
1391|25|122|14|10|0|400|30|0
1392|10|103|6|4|0|144|4|0
1393|13|87|9|7|0|300|20|0
1394|14|56|9|9|0|476|28|0
1395|27|102|15|12|0|798|63|0
1396|40|131|22|16|0|294|35|0
1397|40|121|22|16|0|210|25|0
1398|2|27|2|2|0|84|0|0
1399|24|70|17|14|0|897|92|0
139|27|70|19|15|0|280|28|0
13|16|22|8|8|0|174|18|0
1400|16|130|8|6|0|68|4|0
1401|4|83|3|3|0|84|0|0
1402|9|127|5|4|0|722|19|0
1403|37|71|26|21|0|920|120|0
1404|17|41|12|11|0|385|44|0
1405|25|116|13|10|0|400|30|0
1406|42|125|23|17|0|504|60|0
1407|5|70|3|3|0|56|0|0
1408|15|68|10|9|0|136|8|0
1409|8|78|5|5|0|87|3|0
140|61|124|33|24|0|528|96|0
1410|23|67|17|14|0|78|8|0
1411|36|111|19|14|0|123|12|0
1412|14|13|8|8|0|195|21|0
1413|33|74|21|17|0|363|55|0
1414|6|126|4|3|0|190|0|0
1415|11|33|6|7|0|260|20|0
1416|18|62|13|11|0|288|24|0
1417|7|90|4|4|0|116|4|0
1418|9|36|5|5|0|325|13|0
1419|32|84|21|17|0|396|60|0
141|23|101|13|10|0|456|36|0
1420|47|114|25|19|0|714|102|0
1421|10|39|7|6|0|300|20|0
1422|4|130|2|2|0|693|0|0
1423|2|102|2|1|0|105|0|0
1424|13|90|9|7|0|300|20|0
1425|25|84|16|14|0|31|3|0
1426|10|23|5|5|0|210|18|0
1427|13|70|9|8|0|594|36|0
1428|42|92|26|21|0|136|24|0
1429|60|128|32|24|0|880|140|0
142|27|73|17|14|0|320|40|0
1430|18|66|13|10|0|560|48|0
1431|18|78|11|10|0|30|2|0
1432|31|109|17|12|0|123|12|0
1433|51|126|27|20|0|817|114|0
1434|51|103|28|23|0|123|18|0
1435|34|78|22|18|0|825|125|0
1436|40|118|22|16|0|462|55|0
1437|32|108|18|15|0|234|24|0
1438|6|128|3|2|0|76|0|0
1439|35|73|23|19|0|132|20|0
143|54|121|29|22|0|430|70|0
1440|2|84|1|1|0|476|0|0
1441|11|56|8|7|0|462|28|0
1442|2|66|2|2|0|108|0|0
1443|12|28|7|7|0|402|30|0
1444|64|124|34|25|0|484|88|0
1445|38|105|21|17|0|560|70|0
1446|17|97|10|8|0|777|42|0
1447|6|32|4|4|0|138|6|0
1448|59|110|31|24|0|44|7|0
1449|46|118|25|18|0|252|36|0
144|12|8|6|6|0|166|9|0
1450|45|96|29|23|0|68|14|0
1451|40|85|25|20|0|429|78|0
1452|17|115|9|7|0|624|32|0
1453|18|15|10|10|0|94|12|0
1454|2|25|1|2|0|63|0|0
1455|12|49|8|8|0|726|44|0
1456|5|73|3|3|0|196|0|0
1457|32|66|22|18|0|172|20|0
1458|23|87|15|12|0|217|21|0
1459|15|13|8|8|0|398|42|0
145|20|54|13|12|0|266|21|0
1460|15|2|7|7|0|84|8|0
1461|12|111|7|5|0|351|9|0
1462|62|113|33|25|0|1012|184|0
1463|6|58|4|4|0|899|31|0
1464|25|120|13|10|0|360|27|0
1465|4|117|2|2|0|570|0|0
1466|16|68|12|10|0|70|6|0
1467|4|87|3|2|0|377|0|0
1468|21|99|12|10|0|333|18|0
1469|35|79|23|19|0|264|40|0
146|28|129|15|11|0|962|78|0
1470|18|68|13|11|0|504|42|0
1471|40|80|25|21|0|204|36|0
1472|55|118|30|22|0|129|21|0
1473|3|63|2|2|0|513|0|0
1474|16|66|11|9|0|442|26|0
1475|17|83|11|9|0|630|42|0
1476|23|94|15|12|0|651|63|0
1477|18|14|10|10|0|252|32|0
1478|13|48|9|8|0|576|54|0
1479|25|78|16|14|0|31|3|0
147|18|81|11|10|0|90|6|0
1480|4|86|3|2|0|522|0|0
1481|27|83|17|14|0|576|72|0
1482|21|100|12|10|0|222|12|0
1483|2|67|1|1|0|156|0|0
1484|13|3|7|7|0|40|4|0
1485|57|112|31|23|0|396|63|0
1486|19|123|10|8|0|624|32|0
1487|18|119|10|8|0|273|14|0
1488|7|96|5|4|0|493|17|0
1489|44|124|23|17|0|210|25|0
148|55|98|31|24|0|504|84|0
1490|13|92|8|7|0|180|12|0
1491|8|84|5|5|0|29|1|0
1492|43|81|27|22|0|34|6|0
1493|14|51|10|9|0|175|10|0
1494|11|103|6|5|0|756|21|0
1495|21|55|14|14|0|39|4|0
1496|4|23|2|2|0|196|0|0
1497|3|31|2|2|0|294|0|0
1498|18|129|10|7|0|576|32|0
1499|5|48|3|3|0|270|10|0
149|30|77|20|16|0|96|12|0
14|15|90|9|7|0|60|4|0
1500|4|56|3|3|0|364|0|0
1501|30|100|17|14|0|429|44|0
1502|24|84|16|13|0|434|42|0
1503|65|110|35|26|0|704|128|0
1504|2|49|2|2|0|324|0|0
1505|15|77|9|8|0|30|2|0
1506|25|69|18|15|0|280|28|0
1507|34|68|24|19|0|220|30|0
1508|44|84|28|23|0|748|132|0
1509|16|124|9|7|0|663|34|0
150|51|106|28|23|0|41|6|0
1510|9|58|6|5|0|62|2|0
1511|40|82|26|21|0|340|60|0
1512|6|71|4|3|0|196|0|0
1513|38|98|21|17|0|400|50|0
1514|61|114|33|25|0|44|8|0
1515|54|111|29|22|0|645|105|0
1516|7|12|3|3|0|112|0|0
1517|6|30|3|3|0|69|3|0
1518|6|73|4|4|0|140|0|0
1519|8|19|5|5|0|88|4|0
151|24|86|16|12|0|186|18|0
1520|58|103|32|26|0|252|42|0
1521|36|131|19|15|0|205|20|0
1522|6|101|3|3|0|280|0|0
1523|20|44|13|12|0|108|15|0
1524|25|111|13|10|0|360|27|0
1525|21|69|15|12|0|1147|93|0
1526|13|38|9|9|0|99|9|0
1527|34|84|22|18|0|627|95|0
1528|19|11|9|9|0|336|28|0
1529|41|73|26|22|0|612|108|0
152|15|93|9|7|0|90|6|0
1530|34|81|22|18|0|891|135|0
1531|28|125|15|11|0|760|57|0
1532|10|64|7|6|0|744|24|0
1533|21|66|15|12|0|555|45|0
1534|39|89|25|20|0|99|18|0
1535|42|121|23|17|0|420|50|0
1536|12|58|8|8|0|528|32|0
1537|6|44|4|4|0|616|22|0
1538|2|20|2|2|0|16|0|0
1539|4|84|2|2|0|196|0|0
153|30|102|17|13|0|608|48|0
1540|4|13|2|2|0|36|0|0
1541|38|100|22|17|0|360|45|0
1542|66|121|35|26|0|880|160|0
1543|30|62|22|18|0|43|5|0
1544|1|117|1|1|0|798|0|0
1545|59|115|31|23|0|176|28|0
1546|22|43|15|14|0|836|132|0
1547|4|81|2|2|0|28|0|0
1548|14|121|7|6|0|78|2|0
1549|19|72|13|11|0|288|24|0
154|12|130|7|5|0|748|22|0
1550|11|85|7|6|0|510|17|0
1551|38|78|25|20|0|272|48|0
1552|50|102|28|23|0|82|12|0
1553|23|35|12|13|0|132|16|0
1554|6|83|4|4|0|112|0|0
1555|19|105|11|9|0|333|18|0
1556|5|106|3|3|0|140|0|0
1557|63|110|33|25|0|88|16|0
1558|28|122|15|11|0|520|39|0
1559|1|82|1|1|0|644|0|0
155|24|54|16|15|0|615|60|0
1560|6|1|3|3|0|125|0|0
1561|20|41|13|12|0|216|30|0
1562|24|66|17|14|0|1131|116|0
1563|25|123|14|10|0|360|27|0
1564|38|110|21|15|0|126|15|0
1565|3|79|2|2|0|616|0|0
1566|56|116|30|22|0|473|77|0
1567|45|120|24|18|0|798|114|0
1568|8|74|5|5|0|174|6|0
1569|8|65|5|4|0|29|1|0
156|8|27|5|5|0|144|6|0
1570|12|99|7|6|0|684|19|0
1571|35|71|25|20|0|720|96|0
1572|46|105|26|20|0|328|48|0
1573|17|42|12|11|0|245|28|0
1574|7|67|5|4|0|696|24|0
1575|35|64|25|20|0|810|108|0
1576|16|71|12|9|0|34|2|0
1577|27|85|18|14|0|160|20|0
1578|64|127|34|25|0|220|40|0
1579|17|101|10|8|0|481|26|0
157|26|124|14|11|0|480|36|0
1580|49|126|26|19|0|215|30|0
1581|5|97|3|2|0|350|0|0
1582|22|104|12|10|0|333|18|0
1583|2|13|1|1|0|144|0|0
1584|13|91|8|7|0|210|14|0
1585|8|129|4|3|0|455|2|0
1586|41|84|27|22|0|102|18|0
1587|54|122|29|21|0|258|42|0
1588|34|131|18|14|0|656|64|0
1589|11|21|6|6|0|368|30|0
158|12|65|9|7|0|320|20|0
1590|4|61|3|2|0|243|0|0
1591|34|65|24|20|0|630|84|0
1592|32|68|23|18|0|344|40|0
1593|36|98|20|16|0|624|64|0
1594|21|103|12|9|0|259|14|0
1595|1|126|1|1|0|912|0|0
1596|15|58|10|9|0|560|32|0
1597|9|101|5|4|0|648|18|0
1598|18|64|12|10|0|70|6|0
1599|15|76|9|8|0|90|6|0
159|18|84|11|10|0|30|2|0
15|25|72|18|14|0|468|48|0
1600|51|121|28|21|0|129|18|0
1601|12|22|7|7|0|153|12|0
1602|6|94|4|3|0|696|0|0
1603|6|108|3|3|0|175|0|0
1604|8|67|6|5|0|450|15|0
1605|36|72|25|21|0|184|24|0
1606|6|102|3|3|0|140|0|0
1607|18|44|12|11|0|735|98|0
1608|25|68|18|15|0|360|36|0
1609|5|4|2|2|0|13|0|0
160|39|92|25|20|0|198|36|0
1610|20|37|13|13|0|407|55|0
1611|6|27|3|4|0|184|8|0
1612|4|73|3|3|0|56|0|0
1613|2|56|2|2|0|351|0|0
1614|65|125|35|26|0|528|96|0
1615|15|25|8|9|0|229|21|0
1616|13|103|7|6|0|324|9|0
1617|16|30|9|9|0|145|15|0
1618|42|84|27|22|0|510|90|0
1619|13|56|9|9|0|34|2|0
161|12|128|6|5|0|117|3|0
1620|6|18|3|3|0|214|11|0
1621|6|107|4|3|0|280|0|0
1622|21|83|14|11|0|124|12|0
1623|56|130|30|22|0|760|140|0
1624|53|129|29|21|0|320|56|0
1625|5|83|3|3|0|448|0|0
1626|22|51|14|14|0|195|20|0
1627|49|99|27|22|0|205|30|0
1628|24|29|13|14|0|408|48|0
1629|7|43|5|5|0|377|13|0
162|15|75|10|8|0|600|40|0
1630|14|25|8|9|0|168|12|0
1631|1|20|1|1|0|180|0|0
1632|31|119|17|12|0|246|24|0
1633|25|57|16|15|0|82|8|0
1634|16|26|9|10|0|261|27|0
1635|43|112|23|17|0|588|70|0
1636|21|116|12|9|0|240|12|0
1637|19|125|11|8|0|80|4|0
1638|38|120|21|15|0|126|15|0
1639|23|73|15|13|0|31|3|0
163|9|90|6|5|0|480|16|0
1640|36|71|26|21|0|276|36|0
1641|19|119|10|8|0|585|30|0
1642|9|23|5|5|0|203|14|0
1643|7|113|4|3|0|722|0|0
1644|57|107|32|26|0|168|28|0
1645|37|102|21|17|0|665|70|0
1646|2|83|2|1|0|140|0|0
1647|23|103|13|11|0|76|6|0
1648|43|84|27|22|0|68|12|0
1649|37|76|23|19|0|66|10|0
164|18|123|10|8|0|156|8|0
1650|65|126|34|26|0|44|8|0
1651|50|126|27|20|0|817|114|0
1652|46|127|25|19|0|210|30|0
1653|8|61|6|5|0|570|19|0
1654|14|108|8|6|0|360|10|0
1655|22|53|15|14|0|560|56|0
1656|23|85|15|11|0|124|12|0
1657|21|74|13|11|0|403|39|0
1658|54|99|30|24|0|588|98|0
1659|53|120|28|21|0|602|98|0
165|50|101|28|22|0|738|108|0
1660|58|127|31|23|0|1188|189|0
1661|4|31|3|3|0|132|0|0
1662|2|115|2|1|0|38|0|0
1663|31|107|17|14|0|273|28|0
1664|21|33|12|12|0|192|24|0
1665|5|55|4|4|0|87|3|0
1666|27|126|15|11|0|800|60|0
1667|37|100|21|16|0|234|24|0
